Unnamed: 0,Review_Date,Author,Rating,Review_Title,Review
368,24-Oct-20,donaldricco,10," Is it nicer than Melania's cage?
","This rating is primarily because I LOVE how the film reveals the horrible stupidity that is behind this U.S. president, his political party, and his supporters. Of course, Texas and Oklahoma feature prominently in this! It's also because I laughed quite a bit, mostly at the above stupid people. The addition of Borat's daughter works well! The only thing I noticed, for me, is that the shock value from the first movie wasn't in this one. I guess after 4 years of 45's racist, misogynist, anti-American tweets and mumblings, I've grown accustomed to that party's lies and rhetoric. Sad."
369,24-Oct-20,JohnSmith7899,1," Not funny at all
","The original Borat, I watched 20+ times, loved it. But this new one really is terrible. Not funny at all."
370,13-Nov-20,Sam_reeves_90,6," not for every one.
","All-in-all, while the sequel might not have the bite and the wildness of the first film, Borat Subsequent Moviefilm retains enough of the madcap humour to keep us laughing throughout."
371,24-Oct-20,mrqozysaudi,1," Not funny as the first one
",I came with expectations of laughter and went out with disappointment
372,23-Oct-20,onfrozenpond,9," Borat is Back
",You either like SCB or you don't . I thought the movie wad hilarious and Borat and his daughter were a great duo . Obviously some are not going to like it but if you like a little satire in this scary time it's a great laugh .
373,23-Oct-20,mjsreg,7," Very funny
","Sacha Baron Cohen's revival of our favourite Kazakh reporter is another stroke of genius, and Maria Bakalova adds to the fun as Borat's daughter, playing a brilliant role."
374,24-Oct-20,ashuj-89103,4," Cringe fest!!
","Don't waste your time, It's not like the first one, just a massive cringe fest.... Its almost as if the movie was motivated by politics and not entertainment.
Sasha man, you can do better.....very disappointed."
375,30-Oct-20,Sir_AmirSyarif,7," Still sharp and hilarious
","Not as sharp and fresh as the original, but 'Borat Subsequent Moviefilm' is still sharp and very enjoyable nonetheless. It is a hilarious and brilliantly astute commentary on current events and the social and political landscape of America. Sacha Baron Cohen is still hilarious while Maria Bakalova steals the show."
376,24-Oct-20,branka_stevanovic,1," Pure junk
","Amm, this is beyond bad, unwatchable. Wasn't a big fan of the first, but it was ok. This, just amazingly dismal."
377,24-Oct-20,Hopedoesnotdie,2," Infantile and for those with very low IQ's
","Really dumb, their bad acting and fake gibberish language was not only lazy but annoying to my ears. Also it's ironic he shows the video of Trump calling women hot, when I haven't met a single straight man (even liberals and Hillary supporters) resist calling a woman hot or talking about women with desire. It's human nature and any woman who thinks her boyfriend hasn't objectified women is not only naive but probably a mentally impaired feminist."
378,23-Oct-20,janenb,1," What a waste of time an brain matter.
","This movie is nothing but stupid. No witty puns, double entendres, zingers; just more of Borat being crude beyond measure. Adolescent humor at its lowest."
379,25-Oct-20,LovingGoodShows,4," Funny but formulaic
","I was expecting more this time around. However, the movie disappointed me, as it was very similar to previous movies, relying on shocking and misleading 'participants' for comedy, with a weak plot holding it together."
380,4-Feb-21,andrewburgereviews,7," With great success comes great responsibility
","Aah, how times have changed. Nearly 15 years ago, Sacha Baron Cohen's Khazakh mysogynistic journalist Borat Sagdiyev was raving across the United States roasting every single person and ethnic group he could find. Perhaps he thought a movie like that would not spin in today's world--but if he really wanted it, he definitely could've done it."
381,24-Oct-20,michelleplettke,10," Love it
",Absolutely hilarious! I loved it. Especially the Rudi scene.
382,12-Jan-21,PHILLK69,1," one of the worst comedy's of all time
",One of the worst comedy's of all time. A plotless degenerate mish mash of anti trump and anti republican rhetoric.
383,31-Oct-20,sismagilova,10," Even better than I thought
","Hilarious! Brilliant, bold, exposing! Real! The Bulgarian actress was perfect. The set up scenes were so well planned out. So much thought went into it. Perfectly exposes the current culture of humanity."
384,2-Nov-20,mdrifke,1," Complete and Utter Trash
",I think I actually lost brain cells watching the first 20 minutes of this movie. One would have to have an EXTREMELY warped and demented sense of humor to enjoy this film.
385,24-Oct-20,devinderbonding,9," Wawa wee wa, very nice !!
","Loved it, Borat is back -- and how !! More irreverent and politically incorrect than ever. I haven't laughed this hard in a while. Thank you S.B.Cohen for giving us something to laugh our heads off, in this time of gloom."
386,24-Oct-20,danrudy-59340,1," Mind numbingly bad
","The original was something new and had funny moments.
This is like a comedian trying to make you laugh with the tenth retelling of a joke you already know. It's no longer funny. And once the humor is gone, we are just left with mean spirited scenarios trying to mock and belittle unsuspecting people. I found it incredibly boring. I think I broke a smile a few times but I hope this is the end of Borat. It's like Cohen is a one trick pony rehashing used setups. Time for something original."
387,26-Oct-20,sergfborges,10," Sacha is a genius!!!!!!
",His follow-up is insanity... how does he get away with it!!!🤣🤣. Phenomenal comedy!
388,17-Nov-20,paulwattriley,8," It is what it is.
","Is it a masterpiece? NO
Is it a terrible movie? NO
It is however a Sacha Baron Cohen film and if you like him then this is him doing what he does best.
Trump lovers will hate this movie."
389,24-Oct-20,kurtismichaelgibbs,8," All the bulls**t aside
","This movie has more laugh out loud moments than 95% of all comedies in 2020.
Whether you're right wing or left wing or whatever the hell, this is just funny. No it's not the exact same as the first movie, but what were you expecting?"
390,25-Oct-20,nstott,1," Xenophobic Stereotyping Movie for Ethnocentrist Xenophobes
","Lame, monotonous, and childish middle school humor. Xenophobic stereotyping of another culture, so the xenophobic ethnocentrists are sure to love it. Waste of time at best."
